,OBJECTID,Field1,YM,SIDO,SIGUNGU,X,Y,FranClass,Type,Time,TotalSpent,DisSpent,NumofSpent,NumofDisSpent,POINT_X,POINT_Y,DONG
41,42,42,202007,제주특별자치도,제주시,236550,89900,영세,일반한식,00시,1310000,0,25,0,126.24096366602754,33.39246165833442,한림읍
42,43,43,202007,제주특별자치도,제주시,236550,90100,중소1,일반한식,00시,55000,0,1,0,126.24092737833473,33.39426421993426,한림읍
43,44,44,202007,제주특별자치도,제주시,236600,90050,영세,서양음식,00시,240000,0,3,0,126.24147367629763,33.393821187920395,한림읍
44,45,45,202007,제주특별자치도,제주시,236600,90200,중소1,편의점,00시,657800,0,66,0,126.24144646701693,33.395173109164716,한림읍
45,46,46,202007,제주특별자치도,제주시,236650,90250,중소1,일반한식,00시,1148000,0,20,0,126.24197463304004,33.3956313568269,한림읍
46,47,47,202007,제주특별자치도,제주시,236750,82000,영세,편의점,00시,82300,0,7,0,126.24454156695387,33.32129037898188,한경면
47,48,48,202007,제주특별자치도,서귀포시,236800,71100,중소,편의점,00시,95500,9000,11,1,126.24704121455359,33.22305617158162,대정읍
48,49,49,202007,제주특별자치도,서귀포시,236800,71450,중소,일반한식,00시,202000,0,4,0,126.24697833388612,33.226210750001535,대정읍
49,50,50,202007,제주특별자치도,제주시,236800,90300,영세,일반한식,00시,648000,0,14,0,126.24357728505515,33.3961048046732,한림읍
50,51,51,202007,제주특별자치도,제주시,236800,90400,중소2,편의점,00시,823760,0,84,0,126.24355916544066,33.39700608601108,한림읍
51,52,52,202007,제주특별자치도,서귀포시,236850,70700,일반,단란주점,00시,600000,0,1,0,126.24764922380638,33.219458483813256,대정읍
52,53,53,202007,제주특별자치도,서귀포시,236850,71450,중소,편의점,00시,408090,0,43,0,126.24751453392842,33.22621829927445,대정읍
53,54,54,202007,제주특별자치도,제주시,236850,90350,영세,주점,00시,24000,0,1,0,126.24410546805476,33.396563042688136,한림읍
54,55,55,202007,제주특별자치도,제주시,236900,90400,영세,일반한식,00시,545000,0,12,0,126.24463365765719,33.397021279463466,한림읍
55,56,56,202007,제주특별자치도,서귀포시,236950,70850,영세,일반한식,00시,68000,0,2,0,126.24869462463344,33.22082553560599,대정읍
56,57,57,202007,제주특별자치도,서귀포시,236950,70900,영세,단란주점,00시,230000,0,2,0,126.24868565112125,33.22127619025112,대정읍
57,58,58,202007,제주특별자치도,서귀포시,236950,70900,중소,유흥주점,00시,150000,0,1,0,126.24868565112125,33.22127619025112,대정읍
58,59,59,202007,제주특별자치도,제주시,236950,90500,영세,주점,00시,717500,0,13,0,126.24515279980251,33.39793015496795,한림읍
59,60,60,202007,제주특별자치도,서귀포시,237000,70450,영세,서양음식,00시,174500,0,3,0,126.24930254692447,33.21722783562412,대정읍
60,61,61,202007,제주특별자치도,서귀포시,237000,70800,영세,주점,00시,140000,0,4,0,126.24923976175806,33.22038242102041,대정읍
61,62,62,202007,제주특별자치도,서귀포시,237000,70850,영세,유흥주점,00시,340000,0,3,0,126.24923079222144,33.22083307671572,대정읍
62,63,63,202007,제주특별자치도,서귀포시,237100,70500,영세,기타숙박업,00시,50000,0,1,0,126.25036587583195,33.21769356361189,대정읍
63,64,64,202007,제주특별자치도,서귀포시,237100,70850,중소,스넥,00시,56000,0,2,0,126.25030312791723,33.22084815110618,대정읍
64,65,65,202007,제주특별자치도,서귀포시,237100,71400,중소,단란주점,00시,1290000,0,4,0,126.25020450489374,33.225805355533076,대정읍
65,66,66,202007,제주특별자치도,서귀포시,237150,70450,영세,유흥주점,00시,660000,0,4,0,126.25091098589162,33.21725044083925,대정읍
66,67,67,202007,제주특별자치도,서귀포시,237150,70500,영세,기타숙박업,00시,50000,0,1,0,126.25090202471586,33.217701096173386,대정읍
67,68,68,202007,제주특별자치도,서귀포시,237150,70500,영세,일반한식,00시,174000,0,2,0,126.25090202471586,33.217701096173386,대정읍
68,69,69,202007,제주특별자치도,서귀포시,237150,70750,영세,일반한식,00시,558000,0,13,0,126.250857219498,33.21995437415918,대정읍
69,70,70,202007,제주특별자치도,서귀포시,237150,70900,영세,유흥주점,00시,110000,0,2,0,126.25083033457156,33.221306339454046,대정읍
70,71,71,202007,제주특별자치도,서귀포시,237150,70900,영세,일반한식,00시,156000,0,3,0,126.25083033457156,33.221306339454046,대정읍
71,72,72,202007,제주특별자치도,서귀포시,237200,70400,영세,일반한식,00시,655100,0,13,0,126.25145608938645,33.21680731550691,대정읍
72,73,73,202007,제주특별자치도,서귀포시,237200,70550,영세,스넥,00시,80000,0,2,0,126.25142921623012,33.21815928274076,대정읍
73,74,74,202007,제주특별자치도,서귀포시,237200,70550,영세,일식회집,00시,212000,0,4,0,126.25142921623012,33.21815928274076,대정읍
74,75,75,202007,제주특별자치도,서귀포시,237200,70750,영세,편의점,00시,768050,14500,72,1,126.25139338335457,33.21996190493615,대정읍
75,76,76,202007,제주특별자치도,서귀포시,237200,70800,영세,유흥주점,00시,579000,0,7,0,126.25138442391236,33.22041256016469,대정읍
76,77,77,202007,제주특별자치도,서귀포시,237200,70850,영세,일반한식,00시,392000,0,11,0,126.25137546536146,33.22086321627106,대정읍
77,78,78,202007,제주특별자치도,서귀포시,237200,70900,영세,유흥주점,00시,5015000,0,11,0,126.25136650558173,33.22131387143015,대정읍
78,79,79,202007,제주특별자치도,서귀포시,237200,70900,영세,일반한식,00시,50000,0,1,0,126.25136650558173,33.22131387143015,대정읍
79,80,80,202007,제주특별자치도,서귀포시,237200,70900,영세,주점,00시,230000,0,6,0,126.25136650558173,33.22131387143015,대정읍
80,81,81,202007,제주특별자치도,서귀포시,237200,70900,중소1,편의점,00시,566640,0,51,0,126.25136650558173,33.22131387143015,대정읍
81,82,82,202007,제주특별자치도,서귀포시,237200,71600,중소,편의점,00시,174650,10800,22,1,126.2512410551836,33.22762304366217,대정읍
82,83,83,202007,제주특별자치도,서귀포시,237250,70350,중소,편의점,00시,345130,18400,33,1,126.25200118846233,33.21636418763653,대정읍
83,84,84,202007,제주특별자치도,서귀포시,237250,70350,중소1,서양음식,00시,70000,0,1,0,126.25200118846233,33.21636418763653,대정읍
84,85,85,202007,제주특별자치도,서귀포시,237250,70600,영세,일반한식,00시,95000,0,2,0,126.25195641323658,33.21861746716991,대정읍
85,86,86,202007,제주특별자치도,서귀포시,237250,70750,중소,스넥,00시,91000,0,2,0,126.25192954630698,33.21996943339335,대정읍
86,87,87,202007,제주특별자치도,서귀포시,237250,70800,영세,기타숙박업,00시,40000,0,1,0,126.25192059067123,33.22042008963711,대정읍
87,88,88,202007,제주특별자치도,서귀포시,237250,70850,영세,단란주점,00시,150000,0,1,0,126.2519116338067,33.22087074493359,대정읍
88,89,89,202007,제주특별자치도,서귀포시,237250,70850,영세,유흥주점,00시,740000,0,3,0,126.2519116338067,33.22087074493359,대정읍
89,90,90,202007,제주특별자치도,서귀포시,237250,70900,영세,기타음료식품,00시,51400,0,10,0,126.25190267784637,33.22132140020614,대정읍
90,91,91,202007,제주특별자치도,서귀포시,237250,70900,영세,단란주점,00시,2450000,0,11,0,126.25190267784637,33.22132140020614,대정읍
91,92,92,202007,제주특별자치도,서귀포시,237250,70900,영세,일반한식,00시,191000,0,5,0,126.25190267784637,33.22132140020614,대정읍
92,93,93,202007,제주특별자치도,서귀포시,237250,70900,영세,주점,00시,320000,0,7,0,126.25190267784637,33.22132140020614,대정읍
93,94,94,202007,제주특별자치도,서귀포시,237250,70900,일반,단란주점,00시,1885000,0,10,0,126.25190267784637,33.22132140020614,대정읍
94,95,95,202007,제주특별자치도,서귀포시,237250,70950,영세,주점,00시,83000,0,2,0,126.25189372063161,33.22177205633497,대정읍
95,96,96,202007,제주특별자치도,서귀포시,237250,70950,영세,칵테일바,00시,28000,0,1,0,126.25189372063161,33.22177205633497,대정읍
96,97,97,202007,제주특별자치도,서귀포시,237250,71000,영세,일반한식,00시,284000,0,10,0,126.25188476326096,33.2222227115273,대정읍
97,98,98,202007,제주특별자치도,서귀포시,237250,71000,영세,주점,00시,62000,0,1,0,126.25188476326096,33.2222227115273,대정읍
98,99,99,202007,제주특별자치도,서귀포시,237250,71050,영세,단란주점,00시,720000,0,4,0,126.25187580679453,33.222673366695695,대정읍
99,100,100,202007,제주특별자치도,서귀포시,237250,71050,일반,유흥주점,00시,640000,0,2,0,126.25187580679453,33.222673366695695,대정읍
100,101,101,202007,제주특별자치도,서귀포시,237250,71050,중소,단란주점,00시,250000,0,2,0,126.25187580679453,33.222673366695695,대정읍
101,102,102,202007,제주특별자치도,서귀포시,237250,71100,중소1,편의점,00시,332440,8530,32,2,126.25186684907364,33.223124022720384,대정읍
102,103,103,202007,제주특별자치도,서귀포시,237250,71150,영세,유흥주점,00시,620000,0,4,0,126.25185789226978,33.223574677819315,대정읍
103,104,104,202007,제주특별자치도,서귀포시,237250,71200,영세,일반한식,00시,45000,0,1,0,126.25184893422424,33.22402533287278,대정읍
104,105,105,202007,제주특별자치도,서귀포시,237250,71200,중소,단란주점,00시,650000,0,3,0,126.25184893422424,33.22402533287278,대정읍
105,106,106,202007,제주특별자치도,서귀포시,237250,71300,영세,단란주점,00시,460000,0,3,0,126.2518310176142,33.22492664377734,대정읍
106,107,107,202007,제주특별자치도,서귀포시,237250,71350,영세,기타레져업,00시,138200,0,29,0,126.25182206013542,33.225377298737406,대정읍
107,108,108,202007,제주특별자치도,서귀포시,237300,70850,영세,기타레져업,00시,163600,0,29,0,126.25244780240783,33.22087827218883,대정읍
108,109,109,202007,제주특별자치도,서귀포시,237300,70850,영세,유흥주점,00시,940000,0,3,0,126.25244780240783,33.22087827218883,대정읍
109,110,110,202007,제주특별자치도,서귀포시,237300,70900,영세,일반한식,00시,140000,0,5,0,126.25243884919401,33.221328927563995,대정읍
110,111,111,202007,제주특별자치도,서귀포시,237300,70900,영세,주점,00시,74000,0,1,0,126.25243884919401,33.221328927563995,대정읍
111,112,112,202007,제주특별자치도,서귀포시,237300,71100,영세,유흥주점,00시,1570000,0,6,0,126.25240303249366,33.22313154959775,대정읍
112,113,113,202007,제주특별자치도,서귀포시,237300,71150,영세,유흥주점,00시,520000,0,3,0,126.25239407735084,33.22358220569036,대정읍
113,114,114,202007,제주특별자치도,서귀포시,237300,71250,영세,일반한식,00시,98000,0,3,0,126.25237616765781,33.224483515978605,대정읍
114,115,115,202007,제주특별자치도,서귀포시,237350,70800,영세,일반한식,00시,71000,0,2,0,126.25299292256203,33.220435140731446,대정읍
115,116,116,202007,제주특별자치도,서귀포시,237350,70850,영세,일반한식,00시,118000,0,2,0,126.2529839722633,33.22088579624391,대정읍
116,117,117,202007,제주특별자치도,서귀포시,237350,70900,영세,서양음식,00시,158000,0,3,0,126.25297502072308,33.22133645171091,대정읍
117,118,118,202007,제주특별자치도,서귀포시,237350,70900,영세,주점,00시,211000,0,3,0,126.25297502072308,33.22133645171091,대정읍
118,119,119,202007,제주특별자치도,서귀포시,237350,71600,중소,편의점,00시,345400,0,26,0,126.25284968568472,33.22764562915572,대정읍
119,120,120,202007,제주특별자치도,제주시,237350,90700,영세,서양음식,00시,475000,0,3,0,126.24941469932304,33.39979338897657,한림읍
120,121,121,202007,제주특별자치도,서귀포시,237400,70850,영세,유흥주점,00시,931000,0,6,0,126.25352014120165,33.22089331888094,대정읍
121,122,122,202007,제주특별자치도,서귀포시,237400,70850,중소,편의점,00시,349650,0,38,0,126.25352014120165,33.22089331888094,대정읍
122,123,123,202007,제주특별자치도,서귀포시,237400,70950,영세,단란주점,00시,990000,0,3,0,126.25350224451861,33.22179462999608,대정읍
123,124,124,202007,제주특별자치도,서귀포시,237400,70950,영세,유흥주점,00시,350000,0,1,0,126.25350224451861,33.22179462999608,대정읍
124,125,125,202007,제주특별자치도,서귀포시,237400,70950,영세,일반한식,00시,100000,0,1,0,126.25350224451861,33.22179462999608,대정읍
125,126,126,202007,제주특별자치도,서귀포시,237400,70950,중소1,편의점,00시,415090,0,40,0,126.25350224451861,33.22179462999608,대정읍
126,127,127,202007,제주특별자치도,서귀포시,237400,71000,영세,기타숙박업,00시,160000,0,3,0,126.25349329644799,33.22224528640876,대정읍
127,128,128,202007,제주특별자치도,서귀포시,237450,70800,영세,일반한식,00시,107000,0,2,0,126.25406525620002,33.22045018260029,대정읍
128,129,129,202007,제주특별자치도,서귀포시,237450,70850,영세,유흥주점,00시,790000,0,3,0,126.25405631139421,33.220900838317824,대정읍
129,130,130,202007,제주특별자치도,서귀포시,237450,70850,영세,일반한식,00시,141700,0,3,0,126.25405631139421,33.220900838317824,대정읍
130,131,131,202007,제주특별자치도,서귀포시,237450,70850,일반,일반한식,00시,25000,0,1,0,126.25405631139421,33.220900838317824,대정읍
131,132,132,202007,제주특별자치도,서귀포시,237450,70900,영세,단란주점,00시,1620000,0,11,0,126.25404736534702,33.2213514939899,대정읍
132,133,133,202007,제주특별자치도,서귀포시,237450,70900,영세,서양음식,00시,232000,0,4,0,126.25404736534702,33.2213514939899,대정읍
133,134,134,202007,제주특별자치도,서귀포시,237450,70900,중소,유흥주점,00시,650000,0,2,0,126.25404736534702,33.2213514939899,대정읍
134,135,135,202007,제주특별자치도,서귀포시,237450,70950,영세,일반한식,00시,90000,0,3,0,126.25403842019149,33.2218021505398,대정읍
135,136,136,202007,제주특별자치도,서귀포시,237450,71050,영세,일반한식,00시,150000,0,3,0,126.254020527242,33.222703462612174,대정읍
136,137,137,202007,제주특별자치도,서귀포시,237450,71050,일반,단란주점,00시,500000,0,2,0,126.254020527242,33.222703462612174,대정읍
137,138,138,202007,제주특별자치도,서귀포시,237450,71400,영세,일반한식,00시,481500,0,6,0,126.253957898764,33.2258580533426,대정읍
138,139,139,202007,제주특별자치도,서귀포시,237450,71400,영세,화장품,00시,50000,0,1,0,126.253957898764,33.2258580533426,대정읍
139,140,140,202007,제주특별자치도,서귀포시,237500,71100,영세,일반한식,00시,51000,0,1,0,126.25454776460242,33.22316163668735,대정읍
140,141,141,202007,제주특별자치도,제주시,237500,90900,영세,일반한식,00시,44000,0,1,0,126.25099040262238,33.401618670270295,한림읍
141,142,142,202007,제주특별자치도,제주시,237500,90900,중소1,편의점,00시,192690,0,22,0,126.25099040262238,33.401618670270295,한림읍
142,143,143,202007,제주특별자치도,제주시,237550,88400,영세,기타숙박업,00시,47000,0,2,0,126.25197843450374,33.379094080701336,한림읍
143,144,144,202007,제주특별자치도,서귀포시,237600,71000,영세,일반한식,00시,38000,0,1,0,126.25563800794343,33.22227535330246,대정읍
144,145,145,202007,제주특별자치도,서귀포시,237600,71000,영세,주점,00시,34000,0,1,0,126.25563800794343,33.22227535330246,대정읍
145,146,146,202007,제주특별자치도,제주시,237600,91050,영세,일반한식,00시,7800,0,1,0,126.25203790217199,33.402985729058294,한림읍
146,147,147,202007,제주특별자치도,제주시,237600,91050,중소1,편의점,00시,350920,0,31,0,126.25203790217199,33.402985729058294,한림읍
147,148,148,202007,제주특별자치도,서귀포시,237650,70550,영세,스넥,00시,24000,0,1,0,126.25625459425783,33.21822695478874,대정읍
148,149,149,202007,제주특별자치도,서귀포시,237700,70700,영세,편의점,00시,89450,0,11,0,126.25676395651283,33.219586432963965,대정읍
149,150,150,202007,제주특별자치도,서귀포시,237700,71000,영세,유흥주점,00시,730000,0,2,0,126.25671036631049,33.22229037291002,대정읍
150,151,151,202007,제주특별자치도,서귀포시,237700,71050,영세,일반한식,00시,159000,0,5,0,126.25670143347872,33.22274102989175,대정읍
151,152,152,202007,제주특별자치도,서귀포시,237700,71300,중소1,편의점,00시,409830,0,42,0,126.25665676896868,33.224994312497714,대정읍
152,153,153,202007,제주특별자치도,서귀포시,237850,70700,중소,편의점,00시,93040,0,12,0,126.25837244374766,33.219608942743385,대정읍
153,154,154,202007,제주특별자치도,서귀포시,237850,71100,영세,유흥주점,00시,1220000,0,3,0,126.25830105470443,33.22321419908266,대정읍
154,155,155,202007,제주특별자치도,서귀포시,237850,71100,중소1,편의점,00시,401580,0,39,0,126.25830105470443,33.22321419908266,대정읍
155,156,156,202007,제주특별자치도,제주시,237850,85150,중소1,편의점,00시,6300,0,1,0,126.25578541847938,33.34984740923122,한림읍
156,157,157,202007,제주특별자치도,제주시,238000,91300,영세,일반한식,00시,75000,0,2,0,126.25629120549394,33.405299380298686,한림읍
157,158,158,202007,제주특별자치도,제주시,238050,91450,영세,편의점,00시,131900,0,14,0,126.25680152177576,33.40665885408035,한림읍
158,159,159,202007,제주특별자치도,서귀포시,238400,59400,영세,편의점,00시,18500,0,1,0,126.26627493937457,33.11784156312368,대정읍
159,160,160,202007,제주특별자치도,제주시,238450,92300,영세,기타숙박업,00시,40000,0,1,0,126.26094743741547,33.41438007704533,한림읍
160,161,161,202007,제주특별자치도,제주시,238500,92400,중소1,편의점,00시,145120,0,14,0,126.26146684798863,33.415288889899365,한림읍
161,162,162,202007,제주특별자치도,제주시,238500,92450,중소,편의점,00시,564920,0,3,0,126.26145787427944,33.41573953351368,한림읍
162,163,163,202007,제주특별자치도,제주시,238550,92400,영세,스넥,00시,66000,0,1,0,126.26200421117537,33.41529641420055,한림읍
163,164,164,202007,제주특별자치도,제주시,238550,92400,영세,일반한식,00시,54000,0,1,0,126.26200421117537,33.41529641420055,한림읍
164,165,165,202007,제주특별자치도,제주시,238600,91850,중소1,편의점,00시,324260,0,36,0,126.26264020996899,33.41034685093791,한림읍
165,166,166,202007,제주특별자치도,제주시,238600,92250,영세,일반한식,00시,436000,0,5,0,126.26256847800715,33.41395200451033,한림읍
166,167,167,202007,제주특별자치도,제주시,238600,92400,영세,칵테일바,00시,62000,0,1,0,126.26254157453103,33.41530393617554,한림읍
167,168,168,202007,제주특별자치도,제주시,238600,92450,영세,당구장,00시,14000,0,1,0,126.26253260744326,33.41575458000508,한림읍
168,169,169,202007,제주특별자치도,제주시,238650,92250,영세,일반한식,00시,78000,0,3,0,126.2631058332128,33.413959523852604,한림읍
169,170,170,202007,제주특별자치도,제주시,238650,92400,영세,유흥주점,00시,1000000,0,3,0,126.26307893913079,33.41531145583509,한림읍
170,171,171,202007,제주특별자치도,제주시,238650,92400,중소,유흥주점,00시,1260000,0,3,0,126.26307893913079,33.41531145583509,한림읍
171,172,172,202007,제주특별자치도,제주시,238650,92450,영세,일반한식,00시,46000,0,1,0,126.26306997374081,33.41576209975609,한림읍
172,173,173,202007,제주특별자치도,제주시,238650,92500,영세,기타숙박업,00시,90000,0,2,0,126.26306100818204,33.41621274364227,한림읍
173,174,174,202007,제주특별자치도,제주시,238650,92500,영세,단란주점,00시,550000,0,2,0,126.26306100818204,33.41621274364227,한림읍
174,175,175,202007,제주특별자치도,제주시,238650,92500,중소1,편의점,00시,693160,10020,64,1,126.26306100818204,33.41621274364227,한림읍
175,176,176,202007,제주특별자치도,제주시,238650,92550,영세,단란주점,00시,450000,0,3,0,126.26305204245449,33.41666338749365,한림읍
176,177,177,202007,제주특별자치도,제주시,238650,92550,중소,유흥주점,00시,330000,0,2,0,126.26305204245449,33.41666338749365,한림읍
177,178,178,202007,제주특별자치도,제주시,238700,92250,영세,단란주점,00시,1140000,0,6,0,126.26364318858721,33.413967040868805,한림읍
178,179,179,202007,제주특별자치도,제주시,238700,92250,영세,일반한식,00시,78000,0,2,0,126.26364318858721,33.413967040868805,한림읍
179,180,180,202007,제주특별자치도,제주시,238700,92300,영세,기타레져업,00시,15000,0,2,0,126.26363422647644,33.41441768499634,한림읍
180,181,181,202007,제주특별자치도,제주시,238700,92300,영세,기타음료식품,00시,48200,0,2,0,126.26363422647644,33.41441768499634,한림읍
181,182,182,202007,제주특별자치도,제주시,238700,92300,영세,유흥주점,00시,1200000,0,4,0,126.26363422647644,33.41441768499634,한림읍
182,183,183,202007,제주특별자치도,제주시,238700,92300,영세,일반한식,00시,328000,0,12,0,126.26363422647644,33.41441768499634,한림읍
183,184,184,202007,제주특별자치도,제주시,238700,92300,영세,주점,00시,72000,0,1,0,126.26363422647644,33.41441768499634,한림읍
184,185,185,202007,제주특별자치도,제주시,238700,92350,영세,일반한식,00시,40000,0,1,0,126.26362526527225,33.41486832909979,한림읍
185,186,186,202007,제주특별자치도,제주시,238700,92350,중소,일반한식,00시,257000,31000,5,1,126.26362526527225,33.41486832909979,한림읍
186,187,187,202007,제주특별자치도,제주시,238700,92400,영세,유흥주점,00시,230000,0,2,0,126.26361630282405,33.41531897315773,한림읍
187,188,188,202007,제주특별자치도,제주시,238700,92400,영세,일반한식,00시,100000,0,1,0,126.26361630282405,33.41531897315773,한림읍
188,189,189,202007,제주특별자치도,제주시,238700,92500,영세,단란주점,00시,1200000,0,4,0,126.26359837742153,33.416220261169194,한림읍
189,190,190,202007,제주특별자치도,제주시,238700,92500,영세,일반한식,00시,95000,0,4,0,126.26359837742153,33.416220261169194,한림읍
190,191,191,202007,제주특별자치도,제주시,238700,92550,영세,일반한식,00시,160000,0,3,0,126.26358941446716,33.41667090512272,한림읍
191,192,192,202007,제주특별자치도,제주시,238700,92550,영세,주점,00시,55000,0,1,0,126.26358941446716,33.41667090512272,한림읍
192,193,193,202007,제주특별자치도,제주시,238700,92550,중소,유흥주점,00시,450000,0,1,0,126.26358941446716,33.41667090512272,한림읍
193,194,194,202007,제주특별자치도,제주시,238700,92600,영세,기타숙박업,00시,30000,0,1,0,126.26358045134405,33.41712154904145,한림읍
194,195,195,202007,제주특별자치도,제주시,238700,92600,영세,단란주점,00시,140000,0,1,0,126.26358045134405,33.41712154904145,한림읍
195,196,196,202007,제주특별자치도,제주시,238700,92600,영세,유흥주점,00시,380000,0,3,0,126.26358045134405,33.41712154904145,한림읍
196,197,197,202007,제주특별자치도,제주시,238700,92600,중소,유흥주점,00시,850000,0,2,0,126.26358045134405,33.41712154904145,한림읍
197,198,198,202007,제주특별자치도,제주시,238700,92600,중소,편의점,00시,117800,0,14,0,126.26358045134405,33.41712154904145,한림읍
198,199,199,202007,제주특별자치도,제주시,238750,91750,영세,주점,00시,176400,0,7,0,126.26427012503409,33.40946810951321,한림읍
199,200,200,202007,제주특별자치도,제주시,238750,91800,영세,농축수산품,00시,210000,0,5,0,126.26426116738247,33.40991875409079,한림읍
