,OBJECTID,Field1,YM,SIDO,SIGUNGU,X,Y,FranClass,Type,Time,TotalSpent,DisSpent,NumofSpent,NumofDisSpent,POINT_X,POINT_Y,DONG
20016,20017,20017,202007,제주특별자치도,제주시,238500,92450,영세,기타잡화,07시,13000,0,2,0,126.26145787427944,33.41573953351368,한림읍
20017,20018,20018,202007,제주특별자치도,제주시,238500,92450,영세,일반한식,07시,213000,0,7,0,126.26145787427944,33.41573953351368,한림읍
20018,20019,20019,202007,제주특별자치도,제주시,238500,92450,중소,목재석재철물,07시,175500,0,4,0,126.26145787427944,33.41573953351368,한림읍
20019,20020,20020,202007,제주특별자치도,제주시,238500,92450,중소,편의점,07시,701750,4500,30,1,126.26145787427944,33.41573953351368,한림읍
20020,20021,20021,202007,제주특별자치도,서귀포시,238550,71050,중소1,LPG,07시,134000,0,4,0,126.26581655016436,33.22286832666528,대정읍
20021,20022,20022,202007,제주특별자치도,제주시,238550,91950,영세,문구용품,07시,5000,0,1,0,126.26208493984979,33.41124061916377,한림읍
20022,20023,20023,202007,제주특별자치도,제주시,238550,91950,영세,사우나,07시,20800,0,2,0,126.26208493984979,33.41124061916377,한림읍
20023,20024,20024,202007,제주특별자치도,제주시,238550,92250,영세,슈퍼마켓,07시,17300,0,4,0,126.26203112297034,33.41394448284198,한림읍
20024,20025,20025,202007,제주특별자치도,제주시,238550,92350,중소,슈퍼마켓,07시,1404950,0,29,0,126.26201318194259,33.41484577044916,한림읍
20025,20026,20026,202007,제주특별자치도,제주시,238550,92400,영세,일반한식,07시,68000,0,2,0,126.26200421117537,33.41529641420055,한림읍
20026,20027,20027,202007,제주특별자치도,제주시,238550,92950,영세,기계공구,07시,35500,0,1,0,126.26190552157459,33.4202534940705,한림읍
20027,20028,20028,202007,제주특별자치도,제주시,238600,91650,일반,주유소,07시,4047811,40000,96,1,126.26267607135468,33.40854427376207,한림읍
20028,20029,20029,202007,제주특별자치도,제주시,238600,91850,중소1,편의점,07시,278670,27000,36,3,126.26264020996899,33.41034685093791,한림읍
20029,20030,20030,202007,제주특별자치도,제주시,238600,92400,영세,일반한식,07시,84000,0,4,0,126.26254157453103,33.41530393617554,한림읍
20030,20031,20031,202007,제주특별자치도,제주시,238600,92400,중소1,목재석재철물,07시,816200,0,14,0,126.26254157453103,33.41530393617554,한림읍
20031,20032,20032,202007,제주특별자치도,제주시,238600,92650,영세,스포츠레져용품,07시,106000,0,7,0,126.26249673310254,33.41755715493228,한림읍
20032,20033,20033,202007,제주특별자치도,제주시,238600,92800,영세,여객선,07시,37000,0,1,0,126.26246982556115,33.41890908666402,한림읍
20033,20034,20034,202007,제주특별자치도,제주시,238650,91600,영세,제과점,07시,40700,0,7,0,126.2632223559805,33.40810114740055,한림읍
20034,20035,20035,202007,제주특별자치도,제주시,238650,91600,일반,슈퍼마켓,07시,2686120,87250,121,3,126.2632223559805,33.40810114740055,한림읍
20035,20036,20036,202007,제주특별자치도,제주시,238650,91650,중소1,일반한식,07시,1646000,20000,54,1,126.26321339329051,33.40855179187831,한림읍
20036,20037,20037,202007,제주특별자치도,제주시,238650,92400,중소2,슈퍼마켓,07시,771440,0,17,0,126.26307893913079,33.41531145583509,한림읍
20037,20038,20038,202007,제주특별자치도,제주시,238650,92500,영세,기타숙박업,07시,290000,0,8,0,126.26306100818204,33.41621274364227,한림읍
20038,20039,20039,202007,제주특별자치도,제주시,238650,92500,중소1,일반한식,07시,16000,0,1,0,126.26306100818204,33.41621274364227,한림읍
20039,20040,20040,202007,제주특별자치도,제주시,238650,92500,중소1,편의점,07시,557690,0,47,0,126.26306100818204,33.41621274364227,한림읍
20040,20041,20041,202007,제주특별자치도,제주시,238650,92550,영세,일반한식,07시,267049,0,10,0,126.26305204245449,33.41666338749365,한림읍
20041,20042,20042,202007,제주특별자치도,제주시,238650,92600,영세,사우나,07시,55000,0,5,0,126.26304307655812,33.41711403131025,한림읍
20042,20043,20043,202007,제주특별자치도,제주시,238650,92650,영세,스포츠레져용품,07시,15000,0,1,0,126.2630341104802,33.41756467599379,한림읍
20043,20044,20044,202007,제주특별자치도,서귀포시,238700,72450,일반,주유소,07시,1727380,0,42,0,126.26717645681082,33.23550916382426,대정읍
20044,20045,20045,202007,제주특별자치도,제주시,238700,91750,일반,농협하나로클럽,07시,37490,0,4,0,126.26373279721652,33.40946059584399,한림읍
20045,20046,20046,202007,제주특별자치도,제주시,238700,92250,영세,일반한식,07시,4000,0,1,0,126.26364318858721,33.413967040868805,한림읍
20046,20047,20047,202007,제주특별자치도,제주시,238700,92450,영세,일반한식,07시,20000,0,1,0,126.26360734020713,33.41576961718085,한림읍
20047,20048,20048,202007,제주특별자치도,제주시,238700,92550,영세,농축수산품,07시,17000,0,1,0,126.26358941446716,33.41667090512272,한림읍
20048,20049,20049,202007,제주특별자치도,제주시,238700,92600,중소,편의점,07시,57900,0,2,0,126.26358045134405,33.41712154904145,한림읍
20049,20050,20050,202007,제주특별자치도,서귀포시,238750,65550,영세,일반한식,07시,20000,0,1,0,126.26893632670067,33.17332545271994,대정읍
20050,20051,20051,202007,제주특별자치도,제주시,238750,91450,중소,보일러펌프,07시,187500,0,3,0,126.26432386311512,33.40676424037242,한림읍
20051,20052,20052,202007,제주특별자치도,제주시,238750,91700,중소2,비료농약사료종자,07시,858100,0,8,0,126.26427908144187,33.409017464890105,한림읍
20052,20053,20053,202007,제주특별자치도,제주시,238750,91750,영세,일반한식,07시,16000,0,1,0,126.26427012503409,33.40946810951321,한림읍
20053,20054,20054,202007,제주특별자치도,제주시,238750,91950,영세,기타전기제품,07시,420000,0,7,0,126.26423429556647,33.4112706876362,한림읍
20054,20055,20055,202007,제주특별자치도,제주시,238750,92000,중소2,슈퍼마켓,07시,640400,0,37,0,126.26422533722761,33.41172133297639,한림읍
20055,20056,20056,202007,제주특별자치도,제주시,238750,92050,중소,기타레져업,07시,81500,0,5,0,126.26421637873294,33.412171977379984,한림읍
20056,20057,20057,202007,제주특별자치도,제주시,238750,92200,영세,일반한식,07시,5500,0,1,0,126.26418950331232,33.413523910392755,한림읍
20057,20058,20058,202007,제주특별자치도,제주시,238750,92300,영세,스넥,07시,362000,0,32,0,126.26417158588052,33.414425198897526,한림읍
20058,20059,20059,202007,제주특별자치도,제주시,238750,92300,영세,제과점,07시,4500,0,1,0,126.26417158588052,33.414425198897526,한림읍
20059,20060,20060,202007,제주특별자치도,제주시,238750,92300,중소1,약국,07시,106000,0,3,0,126.26417158588052,33.414425198897526,한림읍
20060,20061,20061,202007,제주특별자치도,제주시,238750,92450,영세,일반한식,07시,80000,0,1,0,126.2641447068422,33.415777132279395,한림읍
20061,20062,20062,202007,제주특별자치도,제주시,238750,92800,영세,스포츠레져용품,07시,16000,0,1,0,126.26408198319987,33.41893164108348,한림읍
20062,20063,20063,202007,제주특별자치도,제주시,238750,92900,영세,슈퍼마켓,07시,137600,67000,8,2,126.2640640606447,33.41983292874239,한림읍
20063,20064,20064,202007,제주특별자치도,서귀포시,238800,65600,중소2,기타숙박업,07시,520000,0,2,0,126.26946336070765,33.17378355940233,대정읍
20064,20065,20065,202007,제주특별자치도,제주시,238800,91850,영세,세탁소,07시,5000,0,1,0,126.26478954416831,33.41037691019192,한림읍
20065,20066,20066,202007,제주특별자치도,제주시,238800,91850,중소2,기타레져업,07시,2500,0,1,0,126.26478954416831,33.41037691019192,한림읍
20066,20067,20067,202007,제주특별자치도,제주시,238800,91900,영세,사우나,07시,5000,0,1,0,126.2647805889519,33.410827554801976,한림읍
20067,20068,20068,202007,제주특별자치도,제주시,238800,92100,중소1,편의점,07시,415200,0,55,0,126.26474476853834,33.4126301338174,한림읍
20068,20069,20069,202007,제주특별자치도,제주시,238800,92300,중소1,제과점,07시,263950,0,26,0,126.26470894436518,33.414432711363666,한림읍
20069,20070,20070,202007,제주특별자치도,제주시,238800,92300,중소2,약국,07시,35000,0,1,0,126.26470894436518,33.414432711363666,한림읍
20070,20071,20071,202007,제주특별자치도,제주시,238800,92400,영세,일반한식,07시,20000,0,1,0,126.26469103071669,33.41533400082441,한림읍
20071,20072,20072,202007,제주특별자치도,제주시,238800,92400,영세,주차장,07시,300,0,1,0,126.26469103071669,33.41533400082441,한림읍
20072,20073,20073,202007,제주특별자치도,제주시,238800,92400,중소1,약국,07시,105400,17900,6,1,126.26469103071669,33.41533400082441,한림읍
20073,20074,20074,202007,제주특별자치도,제주시,238800,92450,영세,비료농약사료종자,07시,121000,0,3,0,126.26468207364594,33.41578464505173,한림읍
20074,20075,20075,202007,제주특별자치도,제주시,238800,92500,중소1,편의점,07시,219020,0,23,0,126.26467311640658,33.41623528924422,한림읍
20075,20076,20076,202007,제주특별자치도,제주시,238800,92550,영세,기타숙박업,07시,45000,0,1,0,126.26466415899863,33.41668593340195,한림읍
20076,20077,20077,202007,제주특별자치도,제주시,238800,92550,중소,편의점,07시,255590,0,15,0,126.26466415899863,33.41668593340195,한림읍
20077,20078,20078,202007,제주특별자치도,제주시,238800,92700,영세,목재석재철물,07시,5000,0,1,0,126.26463728575031,33.41803786656806,한림읍
20078,20079,20079,202007,제주특별자치도,제주시,238800,92700,중소1,편의점,07시,201500,0,20,0,126.26463728575031,33.41803786656806,한림읍
20079,20080,20080,202007,제주특별자치도,제주시,238800,93500,영세,편의점,07시,121490,0,19,0,126.26449393185483,33.425248169350894,한림읍
20080,20081,20081,202007,제주특별자치도,제주시,238850,91500,영세,일반한식,07시,48000,0,1,0,126.26538953598298,33.4072299036089,한림읍
20081,20082,20082,202007,제주특별자치도,제주시,238850,91700,중소1,일반한식,07시,158000,0,9,0,126.26535373312633,33.40903248415641,한림읍
20082,20083,20083,202007,제주특별자치도,제주시,238850,91950,영세,편의점,07시,6500,0,1,0,126.26530897388638,33.411285708813836,한림읍
20083,20084,20084,202007,제주특별자치도,제주시,238850,92300,영세,슈퍼마켓,07시,8800,0,1,0,126.26524630301843,33.41444022150366,한림읍
20084,20085,20085,202007,제주특별자치도,제주시,238850,92400,중소1,의원,07시,45300,4800,7,1,126.26522839491594,33.415341511168485,한림읍
20085,20086,20086,202007,제주특별자치도,제주시,238900,89100,영세,편의점,07시,77300,0,9,0,126.26635611148153,33.385606394616296,한림읍
20086,20087,20087,202007,제주특별자치도,제주시,238900,91600,중소1,편의점,07시,539070,0,83,0,126.26590895544227,33.40813869989298,한림읍
20087,20088,20088,202007,제주특별자치도,제주시,238900,92850,영세,농축수산품,07시,35000,0,1,0,126.2656851905596,33.419404818728054,한림읍
20088,20089,20089,202007,제주특별자치도,제주시,238900,93200,중소2,슈퍼마켓,07시,608350,0,37,0,126.26562251355742,33.42255932860658,한림읍
20089,20090,20090,202007,제주특별자치도,서귀포시,238950,65650,영세,중국음식,07시,62000,0,1,0,126.27106217988312,33.17425654190841,대정읍
20090,20091,20091,202007,제주특별자치도,제주시,238950,92650,영세,기타용역서비스,07시,100000,0,2,0,126.26625837944091,33.417609748108866,한림읍
20091,20092,20092,202007,제주특별자치도,제주시,239000,90850,영세,편의점,07시,117100,20430,19,2,126.26711771222276,33.401394018098834,한림읍
20092,20093,20093,202007,제주특별자치도,제주시,239000,91500,중소1,목재석재철물,07시,1466000,0,24,0,126.26700148097687,33.40725241338668,한림읍
20093,20094,20094,202007,제주특별자치도,제주시,239000,91550,중소2,기계공구,07시,646500,0,26,0,126.26699253910336,33.40770305865872,한림읍
20094,20095,20095,202007,제주특별자치도,제주시,239000,91950,중소1,일반한식,07시,1218000,0,38,0,126.26692099373057,33.41130822134361,한림읍
20095,20096,20096,202007,제주특별자치도,제주시,239000,92800,중소1,일반한식,07시,292000,0,9,0,126.26676891704598,33.418969185263116,한림읍
20096,20097,20097,202007,제주특별자치도,서귀포시,239050,71450,중소,유아원,07시,240000,0,1,0,126.27110753689193,33.22654817482323,대정읍
20097,20098,20098,202007,제주특별자치도,제주시,239050,91450,중소,페인트,07시,369500,0,3,0,126.26754773596583,33.406809266292804,한림읍
20098,20099,20099,202007,제주특별자치도,제주시,239050,91950,영세,기계공구,07시,10000,0,1,0,126.2674583336484,33.411315721466146,한림읍
20099,20100,20100,202007,제주특별자치도,제주시,239050,91950,중소1,편의점,07시,188870,0,27,0,126.2674583336484,33.411315721466146,한림읍
20100,20101,20101,202007,제주특별자치도,제주시,239050,92000,중소1,비료농약사료종자,07시,134500,0,3,0,126.26744939195758,33.41176636651627,한림읍
20101,20102,20102,202007,제주특별자치도,제주시,239050,92750,중소1,편의점,07시,155600,7300,20,1,126.26731524956426,33.41852604263454,한림읍
20102,20103,20103,202007,제주특별자치도,제주시,239100,81500,중소1,편의점,07시,397210,0,46,0,126.26985946303974,33.31713754526226,한경면
20103,20104,20104,202007,제주특별자치도,제주시,239100,92550,중소,일반한식,07시,8000,0,1,0,126.26788839878827,33.416730962429384,한림읍
20104,20105,20105,202007,제주특별자치도,제주시,239100,92750,영세,일반한식,07시,267000,0,12,0,126.26785263401861,33.418533542060416,한림읍
20105,20106,20106,202007,제주특별자치도,제주시,239100,93400,일반,주유소,07시,331300,36300,8,1,126.26773637667529,33.42439192356286,한림읍
20106,20107,20107,202007,제주특별자치도,제주시,239150,92700,중소1,편의점,07시,697990,19450,132,5,126.26839895730929,33.418090394427885,한림읍
20107,20108,20108,202007,제주특별자치도,제주시,239200,92100,영세,일반한식,07시,101000,0,7,0,126.26904355593803,33.41269014386197,한림읍
20108,20109,20109,202007,제주특별자치도,제주시,239200,92400,일반,LPG,07시,77000,0,2,0,126.26898995226472,33.41539401757354,한림읍
20109,20110,20110,202007,제주특별자치도,서귀포시,239300,73500,일반,주유소,07시,1410900,0,32,0,126.27342572555791,33.24506242388294,대정읍
20110,20111,20111,202007,제주특별자치도,제주시,239350,91350,일반,주유소,07시,2574028,0,54,0,126.27078946005965,33.40595291546351,한림읍
20111,20112,20112,202007,제주특별자치도,제주시,239350,92350,일반,유아원,07시,480000,0,2,0,126.2706109768928,33.414965839524804,한림읍
20112,20113,20113,202007,제주특별자치도,서귀포시,239450,77200,중소2,편의점,07시,136950,0,19,0,126.2743795486129,33.27843342673086,대정읍
20113,20114,20114,202007,제주특별자치도,제주시,239450,91450,중소1,목재석재철물,07시,550700,0,22,0,126.27184624288424,33.406869170029964,한림읍
20114,20115,20115,202007,제주특별자치도,제주시,239450,93250,영세,기타연료,07시,60000,0,1,0,126.27152510140306,33.423092429826745,한림읍
20115,20116,20116,202007,제주특별자치도,제주시,239500,85950,영세,편의점,07시,8200,0,1,0,126.27336292597482,33.35730528122869,한림읍
20116,20117,20117,202007,제주특별자치도,제주시,239500,94650,영세,편의점,07시,69360,0,15,0,126.27181263899271,33.43571797532649,한림읍
20117,20118,20118,202007,제주특별자치도,서귀포시,239600,73800,영세,슈퍼마켓,07시,84800,0,3,0,126.27659063489091,33.247810980004175,대정읍
20118,20119,20119,202007,제주특별자치도,서귀포시,239600,77300,일반,스포츠레져용품,07시,8400,0,1,0,126.27597142548133,33.27935705817881,대정읍
20119,20120,20120,202007,제주특별자치도,서귀포시,239600,77300,중소2,슈퍼마켓,07시,15970,0,2,0,126.27597142548133,33.27935705817881,대정읍
20120,20121,20121,202007,제주특별자치도,서귀포시,239650,73800,영세,슈퍼마켓,07시,9000,0,2,0,126.27712697457223,33.24781840558974,대정읍
20121,20122,20122,202007,제주특별자치도,서귀포시,239700,77350,중소1,편의점,07시,220800,0,41,0,126.27703564426683,33.27982258232506,대정읍
20122,20123,20123,202007,제주특별자치도,제주시,239750,84000,영세,골프연습장,07시,126000,0,5,0,126.27639409411478,33.33976713430475,한경면
20123,20124,20124,202007,제주특별자치도,제주시,239750,84000,일반,골프경기장,07시,26147250,0,214,0,126.27639409411478,33.33976713430475,한경면
20124,20125,20125,202007,제주특별자치도,제주시,239750,93050,일반,주유소,07시,2084489,0,45,0,126.27478521776914,33.42133470243032,한림읍
20125,20126,20126,202007,제주특별자치도,제주시,239750,94600,일반,콘도,07시,21800,0,3,0,126.27450901368921,33.435304723692326,한림읍
20126,20127,20127,202007,제주특별자치도,제주시,239750,94600,일반,편의점,07시,24200,0,3,0,126.27450901368921,33.435304723692326,한림읍
20127,20128,20128,202007,제주특별자치도,서귀포시,239800,74000,중소1,편의점,07시,556130,0,52,0,126.2787006844388,33.2496433090664,대정읍
20128,20129,20129,202007,제주특별자치도,서귀포시,239800,76250,중소,일반한식,07시,90000,0,6,0,126.27830319192687,33.26992296685859,대정읍
20129,20130,20130,202007,제주특별자치도,서귀포시,239800,77400,영세,제과점,07시,170200,4300,15,2,126.2780998745696,33.28028809758278,대정읍
20130,20131,20131,202007,제주특별자치도,제주시,239800,92350,일반,LPG,07시,1288336,0,41,0,126.27544725889724,33.41503311592951,한림읍
20131,20132,20132,202007,제주특별자치도,서귀포시,239850,76350,영세,편의점,07시,189750,0,24,0,126.27882199729443,33.27083170616121,대정읍
20132,20133,20133,202007,제주특별자치도,서귀포시,239850,76350,중소1,세탁소,07시,10000,0,4,0,126.27882199729443,33.27083170616121,대정읍
20133,20134,20134,202007,제주특별자치도,서귀포시,239850,76500,중소,편의점,07시,377060,0,36,0,126.27879549082155,33.27218368068183,대정읍
20134,20135,20135,202007,제주특별자치도,서귀포시,239850,78250,중소,제과점,07시,13800,0,2,0,126.27848611598229,33.28795669768088,대정읍
20135,20136,20136,202007,제주특별자치도,서귀포시,239850,78250,중소1,편의점,07시,50020,0,10,0,126.27848611598229,33.28795669768088,대정읍
20136,20137,20137,202007,제주특별자치도,제주시,239850,94300,영세,기타숙박업,07시,10000,0,1,0,126.27563743512044,33.43261579023147,한림읍
20137,20138,20138,202007,제주특별자치도,제주시,239900,92650,영세,화물운송,07시,3000,0,1,0,126.27646861284532,33.41775192403363,한림읍
20138,20139,20139,202007,제주특별자치도,제주시,239900,93050,영세,페인트,07시,59000,0,1,0,126.27639743182503,33.42135709877122,한림읍
20139,20140,20140,202007,제주특별자치도,서귀포시,239950,78100,중소,유아원,07시,414000,0,1,0,126.279585799887,33.28661957442975,대정읍
20140,20141,20141,202007,제주특별자치도,제주시,239950,89900,영세,일반한식,07시,56000,0,1,0,126.27749486951586,33.39297373679196,한림읍
20141,20142,20142,202007,제주특별자치도,제주시,239950,89900,영세,편의점,07시,226450,24800,28,2,126.27749486951586,33.39297373679196,한림읍
20142,20143,20143,202007,제주특별자치도,제주시,239950,92000,중소1,LPG,07시,34000,0,1,0,126.27712160100062,33.41190096753133,한림읍
20143,20144,20144,202007,제주특별자치도,제주시,240100,92650,영세,스포츠의류,07시,355000,0,15,0,126.27861814411112,33.417781748798234,한림읍
20144,20145,20145,202007,제주특별자치도,서귀포시,240150,78400,영세,편의점,07시,40150,0,6,0,126.28167915778475,33.28935318864143,대정읍
20145,20146,20146,202007,제주특별자치도,제주시,240250,94850,영세,슈퍼마켓,07시,474700,0,54,0,126.27983949729324,33.4376325672792,한림읍
20146,20147,20147,202007,제주특별자치도,서귀포시,240300,74050,중소,편의점,07시,410200,0,61,0,126.28405541399096,33.25016803632104,대정읍
20147,20148,20148,202007,제주특별자치도,서귀포시,240300,74050,중소2,LPG,07시,350345,0,12,0,126.28405541399096,33.25016803632104,대정읍
20148,20149,20149,202007,제주특별자치도,서귀포시,240350,78600,중소1,제과점,07시,256800,0,27,0,126.28379027813631,33.291185455346984,대정읍
20149,20150,20150,202007,제주특별자치도,제주시,240350,93450,중소1,LPG,07시,418000,0,5,0,126.2811630888603,33.42502934371588,한림읍
20150,20151,20151,202007,제주특별자치도,서귀포시,240550,71450,일반,주유소,07시,956820,0,19,0,126.28719389499476,33.22677052638623,대정읍
20151,20152,20152,202007,제주특별자치도,제주시,240600,87800,영세,편의점,07시,257700,0,16,0,126.28485028758196,33.374143047890556,한림읍
20152,20153,20153,202007,제주특별자치도,서귀포시,240850,69300,영세,편의점,07시,64170,0,9,0,126.29078773192025,33.20743615128293,대정읍
20153,20154,20154,202007,제주특별자치도,제주시,240850,90500,영세,기타건축자재,07시,250000,0,5,0,126.28705903374698,33.39851530199169,한림읍
20154,20155,20155,202007,제주특별자치도,서귀포시,240900,79400,일반,콘도,07시,4802521,6000,49,2,126.28955236839514,33.29847730979567,안덕면
20155,20156,20156,202007,제주특별자치도,서귀포시,241000,71800,영세,일반한식,07시,54000,0,4,0,126.29195856293906,33.22999147865362,안덕면
20156,20157,20157,202007,제주특별자치도,서귀포시,241000,77300,영세,편의점,07시,18600,0,3,0,126.29099442538394,33.27956435377181,대정읍
20157,20158,20158,202007,제주특별자치도,제주시,241300,94600,중소2,기타숙박업,07시,124000,0,2,0,126.29117130418993,33.435535261817726,한림읍
20158,20159,20159,202007,제주특별자치도,제주시,241300,94600,중소2,편의점,07시,115620,0,12,0,126.29117130418993,33.435535261817726,한림읍
20159,20160,20160,202007,제주특별자치도,제주시,241300,95350,일반,편의점,07시,71850,0,6,0,126.29103887950852,33.44229499587746,한림읍
20160,20161,20161,202007,제주특별자치도,서귀포시,241400,71900,중소,편의점,07시,166650,0,25,0,126.2962309906494,33.23095159320984,안덕면
20161,20162,20162,202007,제주특별자치도,서귀포시,241400,71950,일반,비료농약사료종자,07시,13260,0,1,0,126.29622225812787,33.23140225793299,안덕면
20162,20163,20163,202007,제주특별자치도,제주시,241450,85950,영세,편의점,07시,540000,13410,71,5,126.29430646354919,33.35759454971676,한림읍
20163,20164,20164,202007,제주특별자치도,제주시,241450,95450,영세,스포츠레져용품,07시,67000,0,1,0,126.29263385102466,33.4432184909616,한림읍
20164,20165,20165,202007,제주특별자치도,제주시,241500,85850,영세,슈퍼마켓,07시,40400,0,6,0,126.29486104456554,33.35670060909524,한림읍
20165,20166,20166,202007,제주특별자치도,제주시,241500,91500,영세,슈퍼마켓,07시,10200,0,1,0,126.29386749054355,33.40762449568521,한림읍
20166,20167,20167,202007,제주특별자치도,서귀포시,241550,71900,중소1,편의점,07시,137200,0,20,0,126.29783971998464,33.230973599395824,안덕면
20167,20168,20168,202007,제주특별자치도,제주시,241550,95450,중소1,편의점,07시,137850,54900,21,7,126.29370893904087,33.443233277669755,한림읍
20168,20169,20169,202007,제주특별자치도,서귀포시,241600,73900,중소,편의점,07시,87750,0,16,0,126.29802694570401,33.2490075365707,안덕면
20169,20170,20170,202007,제주특별자치도,제주시,241600,86000,일반,비료농약사료종자,07시,75000,0,5,0,126.2959087418235,33.358067311616935,한림읍
20170,20171,20171,202007,제주특별자치도,서귀포시,241650,73850,영세,기타음료식품,07시,9000,0,2,0,126.29857202585538,33.24856420605198,안덕면
20171,20172,20172,202007,제주특별자치도,서귀포시,241650,73850,일반,사우나,07시,875000,0,34,0,126.29857202585538,33.24856420605198,안덕면
20172,20173,20173,202007,제주특별자치도,제주시,241700,95550,영세,서양음식,07시,27500,0,3,0,126.29530395787351,33.44415674019563,한림읍
20173,20174,20174,202007,제주특별자치도,제주시,241750,85850,영세,일반한식,07시,93000,0,6,0,126.2975461094034,33.356737427115,한림읍
20174,20175,20175,202007,제주특별자치도,제주시,241750,85850,중소1,편의점,07시,786200,0,90,0,126.2975461094034,33.356737427115,한림읍
20175,20176,20176,202007,제주특별자치도,제주시,241750,92750,중소1,편의점,07시,350560,0,45,0,126.29633431380947,33.41892768659933,한림읍
20176,20177,20177,202007,제주특별자치도,제주시,241800,85450,중소2,주유소,07시,1394779,0,36,0,126.29815323457304,33.35313952895649,한림읍
20177,20178,20178,202007,제주특별자치도,제주시,241800,95600,영세,서양음식,07시,40000,0,7,0,126.29637025647637,33.4446221538994,한림읍
20178,20179,20179,202007,제주특별자치도,서귀포시,241900,78550,중소1,편의점,07시,67000,0,10,0,126.30043393714294,33.29096321616023,안덕면
20179,20180,20180,202007,제주특별자치도,제주시,241900,94850,영세,기타숙박업,07시,13000,0,2,0,126.2975773040515,33.437877154688245,한림읍
20180,20181,20181,202007,제주특별자치도,서귀포시,241950,78400,영세,슈퍼마켓,07시,47100,0,4,0,126.30099673205082,33.289618561135775,안덕면
20181,20182,20182,202007,제주특별자치도,서귀포시,241950,78500,중소,편의점,07시,96900,0,12,0,126.30097927623207,33.290519885449065,안덕면
20182,20183,20183,202007,제주특별자치도,제주시,241950,93850,영세,LPG,07시,218000,30500,3,1,126.29829061274201,33.428871506826795,한림읍
20183,20184,20184,202007,제주특별자치도,서귀포시,242050,74250,영세,편의점,07시,111150,0,21,0,126.30279319939102,33.252228113996146,안덕면
20184,20185,20185,202007,제주특별자치도,서귀포시,242100,74100,중소,페인트,07시,32000,0,1,0,126.30335568358113,33.25088343090828,안덕면
20185,20186,20186,202007,제주특별자치도,서귀포시,242100,74100,중소,편의점,07시,171370,0,23,0,126.30335568358113,33.25088343090828,안덕면
20186,20187,20187,202007,제주특별자치도,서귀포시,242100,77950,중소1,편의점,07시,385600,0,45,0,126.30268500650119,33.28558457579898,안덕면
20187,20188,20188,202007,제주특별자치도,서귀포시,242100,78150,영세,일반한식,07시,29000,0,2,0,126.30265013530082,33.287387227645574,안덕면
20188,20189,20189,202007,제주특별자치도,서귀포시,242150,73250,중소,편의점,07시,154330,0,19,0,126.30403991975517,33.24322941960931,안덕면
20189,20190,20190,202007,제주특별자치도,서귀포시,242150,74950,영세,편의점,07시,127400,0,14,0,126.30374412376251,33.25855205334915,안덕면
20190,20191,20191,202007,제주특별자치도,서귀포시,242200,75300,중소1,LPG,07시,39000,0,1,0,126.3042196303728,33.26171401997626,안덕면
20191,20192,20192,202007,제주특별자치도,제주시,242200,95500,중소2,주유소,07시,1452191,0,28,0,126.30068825352507,33.44377981637768,애월읍
