,OBJECTID,Field1,YM,SIDO,SIGUNGU,X,Y,FranClass,Type,Time,TotalSpent,DisSpent,NumofSpent,NumofDisSpent,POINT_X,POINT_Y,DONG
10024,10025,10025,202007,제주특별자치도,제주시,260250,100500,영세,주점,02시,27000,0,1,0,126.49397734311411,33.49135456001497,연동
10025,10026,10026,202007,제주특별자치도,제주시,260250,100700,중소1,기타숙박업,02시,40000,0,1,0,126.49394616183037,33.49315731907314,연동
10026,10027,10027,202007,제주특별자치도,제주시,260250,99600,영세,일식회집,02시,55000,0,1,0,126.49411762637656,33.483242133365096,연동
10027,10028,10028,202007,제주특별자치도,제주시,260250,99900,영세,기타숙박업,02시,50000,0,1,0,126.49407087114339,33.48594627682293,연동
10028,10029,10029,202007,제주특별자치도,제주시,260250,99900,영세,유흥주점,02시,2500000,0,1,0,126.49407087114339,33.48594627682293,연동
10029,10030,10030,202007,제주특별자치도,제주시,260250,99900,일반,편의점,02시,190980,0,23,0,126.49407087114339,33.48594627682293,연동
10030,10031,10031,202007,제주특별자치도,제주시,260300,100150,중소,서양음식,02시,373000,0,2,0,126.49456977886733,33.488206258283775,연동
10031,10032,10032,202007,제주특별자치도,제주시,260300,100200,영세,유흥주점,02시,1500000,0,1,0,126.4945619880846,33.4886569482042,연동
10032,10033,10033,202007,제주특별자치도,제주시,260300,100200,중소1,편의점,02시,417800,0,54,0,126.4945619880846,33.4886569482042,연동
10033,10034,10034,202007,제주특별자치도,제주시,260300,100250,중소,기타숙박업,02시,50000,0,1,0,126.49455419714879,33.48910763899212,연동
10034,10035,10035,202007,제주특별자치도,제주시,260300,100300,영세,단란주점,02시,100000,0,1,0,126.49454640500443,33.48955832883516,연동
10035,10036,10036,202007,제주특별자치도,제주시,260300,100300,중소,편의점,02시,48070,0,7,0,126.49454640500443,33.48955832883516,연동
10036,10037,10037,202007,제주특별자치도,제주시,260300,100350,영세,기타숙박업,02시,145000,0,2,0,126.49453861378333,33.49000901955444,연동
10037,10038,10038,202007,제주특별자치도,제주시,260300,100350,영세,일반한식,02시,19000,0,1,0,126.49453861378333,33.49000901955444,연동
10038,10039,10039,202007,제주특별자치도,제주시,260300,100400,영세,일반한식,02시,179000,0,2,0,126.4945308213537,33.49045970932885,연동
10039,10040,10040,202007,제주특별자치도,제주시,260300,100400,일반,편의점,02시,247340,0,28,0,126.4945308213537,33.49045970932885,연동
10040,10041,10041,202007,제주특별자치도,제주시,260300,100450,일반,칵테일바,02시,584000,0,3,0,126.49452302984731,33.490910399979505,연동
10041,10042,10042,202007,제주특별자치도,제주시,260300,100550,중소1,편의점,02시,147390,0,23,0,126.4945074453406,33.4918117802673,연동
10042,10043,10043,202007,제주특별자치도,제주시,260300,103650,중소1,편의점,02시,134300,0,19,0,126.49402397893832,33.519754499674306,용담삼동
10043,10044,10044,202007,제주특별자치도,제주시,260300,99500,중소2,기타숙박업,02시,50000,0,1,0,126.49467104829,33.482347279900495,연동
10044,10045,10045,202007,제주특별자치도,제주시,260300,99750,중소,편의점,02시,124410,0,17,0,126.49463210218897,33.484600734095324,연동
10045,10046,10046,202007,제주특별자치도,제주시,260300,99850,영세,유흥주점,02시,480000,0,2,0,126.49461652275241,33.485502115352695,연동
10046,10047,10047,202007,제주특별자치도,제주시,260300,99850,영세,일반한식,02시,183000,0,3,0,126.49461652275241,33.485502115352695,연동
10047,10048,10048,202007,제주특별자치도,제주시,260300,99850,영세,주점,02시,300000,0,4,0,126.49461652275241,33.485502115352695,연동
10048,10049,10049,202007,제주특별자치도,제주시,260300,99850,영세,화장품,02시,100000,0,1,0,126.49461652275241,33.485502115352695,연동
10049,10050,10050,202007,제주특별자치도,제주시,260300,99850,중소,편의점,02시,71600,0,10,0,126.49461652275241,33.485502115352695,연동
10050,10051,10051,202007,제주특별자치도,제주시,260350,100200,영세,기타숙박업,02시,50000,0,1,0,126.49509986661441,33.4886634750382,연동
10051,10052,10052,202007,제주특별자치도,제주시,260350,100200,영세,일반한식,02시,65000,0,2,0,126.49509986661441,33.4886634750382,연동
10052,10053,10053,202007,제주특별자치도,제주시,260350,100250,영세,단란주점,02시,1180000,0,4,0,126.49509207738672,33.48911416590259,연동
10053,10054,10054,202007,제주특별자치도,제주시,260350,100250,중소,기타숙박업,02시,40000,0,1,0,126.49509207738672,33.48911416590259,연동
10054,10055,10055,202007,제주특별자치도,제주시,260350,100600,영세,주점,02시,42000,0,2,0,126.49503755313674,33.49226899832197,연동
10055,10056,10056,202007,제주특별자치도,제주시,260350,100600,중소,편의점,02시,187070,0,29,0,126.49503755313674,33.49226899832197,연동
10056,10057,10057,202007,제주특별자치도,제주시,260350,99600,중소1,편의점,02시,185000,0,15,0,126.49519331540118,33.48325518731259,연동
10057,10058,10058,202007,제주특별자치도,제주시,260350,99850,영세,단란주점,02시,470000,0,5,0,126.49515438071684,33.48550864158154,연동
10058,10059,10059,202007,제주특별자치도,제주시,260350,99900,중소,유흥주점,02시,1200000,0,3,0,126.49514659357382,33.485959331793026,연동
10059,10060,10060,202007,제주특별자치도,제주시,260400,100050,영세,주점,02시,660000,0,2,0,126.49566110051185,33.48731792826153,연동
10060,10061,10061,202007,제주특별자치도,제주시,260400,99250,영세,유아원,02시,381000,0,1,0,126.49578564116811,33.480106872936865,연동
10061,10062,10062,202007,제주특별자치도,제주시,260400,99600,영세,주점,02시,207000,0,4,0,126.4957311595892,33.48326171078238,연동
10062,10063,10063,202007,제주특별자치도,제주시,260400,99650,영세,스넥,02시,14300,0,1,0,126.49572337593217,33.48371240215244,연동
10063,10064,10064,202007,제주특별자치도,제주시,260400,99700,중소1,편의점,02시,77120,0,13,0,126.49571559214307,33.48416309258633,연동
10064,10065,10065,202007,제주특별자치도,제주시,260400,99800,영세,서양음식,02시,92000,0,4,0,126.49570002412705,33.48506447425304,연동
10065,10066,10066,202007,제주특별자치도,제주시,260400,99850,영세,단란주점,02시,400000,0,2,0,126.49569223990007,33.485515165485836,연동
10066,10067,10067,202007,제주특별자치도,제주시,260400,99850,중소,서양음식,02시,790000,0,3,0,126.49569223990007,33.485515165485836,연동
10067,10068,10068,202007,제주특별자치도,제주시,260400,99850,중소1,일반한식,02시,521100,0,37,0,126.49569223990007,33.485515165485836,연동
10068,10069,10069,202007,제주특별자치도,제주시,260400,99850,중소1,편의점,02시,108220,0,12,0,126.49569223990007,33.485515165485836,연동
10069,10070,10070,202007,제주특별자치도,제주시,260400,99900,영세,일반한식,02시,200600,0,4,0,126.49568445553062,33.485965856684324,연동
10070,10071,10071,202007,제주특별자치도,제주시,260400,99950,영세,단란주점,02시,300000,0,1,0,126.4956766710291,33.48641654694668,연동
10071,10072,10072,202007,제주특별자치도,제주시,260450,100500,일반,인터넷Mall,02시,17917300,0,162,0,126.49612892217458,33.49138066651467,연동
10072,10073,10073,202007,제주특별자치도,제주시,260450,100500,일반,항공사,02시,12119700,0,167,0,126.49612892217458,33.49138066651467,연동
10073,10074,10074,202007,제주특별자치도,제주시,260450,100700,일반,편의점,02시,141150,0,19,0,126.4960977854384,33.49318342783786,연동
10074,10075,10075,202007,제주특별자치도,제주시,260450,99650,영세,주점,02시,67000,0,1,0,126.49626122412259,33.48371892338299,연동
10075,10076,10076,202007,제주특별자치도,제주시,260500,100500,중소1,편의점,02시,166780,0,26,0,126.4966668178394,33.4913871868586,연동
10076,10077,10077,202007,제주특별자치도,제주시,260500,99800,영세,스넥,02시,56000,0,2,0,126.49677573626641,33.48507751578475,연동
10077,10078,10078,202007,제주특별자치도,제주시,260500,99900,중소,주점,02시,35400,0,1,0,126.49676017881622,33.48597889765462,연동
10078,10079,10079,202007,제주특별자치도,제주시,260550,100500,영세,화장품,02시,30000,0,1,0,126.49720471255992,33.49139370576185,연동
10079,10080,10080,202007,제주특별자치도,제주시,260550,100500,일반,편의점,02시,34000,0,6,0,126.49720471255992,33.49139370576185,연동
10080,10081,10081,202007,제주특별자치도,제주시,260550,100550,영세,일반한식,02시,200000,0,1,0,126.49719693470256,33.49184439586771,연동
10081,10082,10082,202007,제주특별자치도,제주시,260550,100700,중소2,2급호텔,02시,50000,0,1,0,126.49717359810283,33.49319646776566,연동
10082,10083,10083,202007,제주특별자치도,제주시,260550,99050,영세,기타숙박업,02시,55000,0,1,0,126.49743021301825,33.47832366066722,연동
10083,10084,10084,202007,제주특별자치도,제주시,260550,99800,영세,편의점,02시,95950,0,13,0,126.497313593093,33.48508403260421,연동
10084,10085,10085,202007,제주특별자치도,제주시,260550,99850,영세,기타레져업,02시,45500,0,12,0,126.49730581722821,33.48553472319041,연동
10085,10086,10086,202007,제주특별자치도,제주시,260550,99850,일반,기타레져업,02시,5000,0,1,0,126.49730581722821,33.48553472319041,연동
10086,10087,10087,202007,제주특별자치도,제주시,260550,99900,영세,일반한식,02시,40000,0,1,0,126.49729804121073,33.48598541464414,연동
10087,10088,10088,202007,제주특별자치도,제주시,260600,101200,일반,편의점,02시,481130,0,69,0,126.49763373368636,33.49770988901748,연동
10088,10089,10089,202007,제주특별자치도,제주시,260600,99600,중소,편의점,02시,258710,0,25,0,126.4978825409941,33.48328778135704,연동
10089,10090,10090,202007,제주특별자치도,제주시,260600,99850,중소,편의점,02시,271150,0,33,0,126.4978436758944,33.485541238654754,연동
10090,10091,10091,202007,제주특별자치도,제주시,260650,100050,중소1,편의점,02시,160400,0,23,0,126.49835045207247,33.4873505162711,연동
10091,10092,10092,202007,제주특별자치도,제주시,260650,100500,영세,기타음료식품,02시,11200,0,2,0,126.49828050459102,33.491406735682574,연동
10092,10093,10093,202007,제주특별자치도,제주시,260650,101950,영세,일반한식,02시,4000,0,1,0,126.49805502013974,33.50447675754447,용담이동
10093,10094,10094,202007,제주특별자치도,제주시,260650,99450,중소,골프용품,02시,25000,0,1,0,126.4984436953226,33.48194221848052,연동
10094,10095,10095,202007,제주특별자치도,서귀포시,260700,74000,중소1,편의점,02시,115170,0,12,0,126.50291229931142,33.25254214820489,강정동
10095,10096,10096,202007,제주특별자치도,서귀포시,260700,74050,영세,일반한식,02시,23000,0,1,0,126.50290462076161,33.25299285774441,강정동
10096,10097,10097,202007,제주특별자치도,서귀포시,260750,73950,중소,편의점,02시,43520,0,7,0,126.5034564042202,33.25209788977612,강정동
10097,10098,10098,202007,제주특별자치도,제주시,260800,103500,영세,편의점,02시,59900,0,3,0,126.49942801525421,33.51846767536635,용담삼동
10098,10099,10099,202007,제주특별자치도,서귀포시,260800,73900,영세,스넥,02시,45800,0,2,0,126.50400050470847,33.251653627938666,강정동
10099,10100,10100,202007,제주특별자치도,서귀포시,260800,74000,중소,서양음식,02시,99000,0,2,0,126.50398515796454,33.252555047448446,강정동
10100,10101,10101,202007,제주특별자치도,서귀포시,260800,74000,중소1,주점,02시,268600,0,8,0,126.50398515796454,33.252555047448446,강정동
10101,10102,10102,202007,제주특별자치도,서귀포시,260800,74050,영세,일식회집,02시,59000,0,1,0,126.50397748492932,33.25300575625453,강정동
10102,10103,10103,202007,제주특별자치도,서귀포시,260800,74100,중소,편의점,02시,122200,0,13,0,126.50396981067033,33.253456465919676,강정동
10103,10104,10104,202007,제주특별자치도,서귀포시,260850,73800,중소,편의점,02시,51650,0,6,0,126.50455226834205,33.25075865455046,강정동
10104,10105,10105,202007,제주특별자치도,제주시,260900,100650,영세,일반한식,02시,120000,120000,1,1,126.50094670838482,33.492791343868966,연동
10105,10106,10106,202007,제주특별자치도,서귀포시,260900,74150,영세,일식회집,02시,63500,0,1,0,126.50503501307173,33.25392006605627,강정동
10106,10107,10107,202007,제주특별자치도,서귀포시,260900,74400,중소,편의점,02시,91620,30800,9,2,126.50499666865572,33.256173613655506,강정동
10107,10108,10108,202007,제주특별자치도,제주시,260900,99600,중소2,편의점,02시,314780,0,38,0,126.50110961790509,33.48332681723096,연동
10108,10109,10109,202007,제주특별자치도,제주시,260950,100650,영세,편의점,02시,66030,0,16,0,126.50148461367343,33.49279784436477,연동
10109,10110,10110,202007,제주특별자치도,서귀포시,260950,73950,중소1,편의점,02시,89350,0,14,0,126.50560211164915,33.25212366852203,강정동
10110,10111,10111,202007,제주특별자치도,서귀포시,260950,74000,중소,스넥,02시,36800,0,1,0,126.50559444700022,33.252574378516485,강정동
10111,10112,10112,202007,제주특별자치도,서귀포시,261000,72050,영세,주점,02시,70000,0,2,0,126.5064295776358,33.23500310063245,강정동
10112,10113,10113,202007,제주특별자치도,서귀포시,261000,72100,중소,일식회집,02시,205000,0,2,0,126.50642192212536,33.235453812017546,강정동
10113,10114,10114,202007,제주특별자치도,제주시,261000,99800,영세,편의점,02시,37550,0,6,0,126.50215430876558,33.48514257986787,연동
10114,10115,10115,202007,제주특별자치도,서귀포시,261050,74000,영세,기타숙박업,02시,50000,0,1,0,126.506667307064,33.25258725372967,강정동
10115,10116,10116,202007,제주특별자치도,서귀포시,261050,74050,영세,일반한식,02시,22000,0,1,0,126.50665964670608,33.25303796384941,강정동
10116,10117,10117,202007,제주특별자치도,제주시,261050,99450,영세,골프용품,02시,147000,0,3,0,126.50274639928494,33.48199422694261,오라이동
10117,10118,10118,202007,제주특별자치도,서귀포시,261100,73550,영세,편의점,02시,23400,0,5,0,126.5072726408706,33.24853729532971,강정동
10118,10119,10119,202007,제주특별자치도,서귀포시,261100,73950,중소,기타숙박업,02시,56000,0,2,0,126.507211393688,33.252142978522414,강정동
10119,10120,10120,202007,제주특별자치도,서귀포시,261100,74000,영세,노래방,02시,118000,0,3,0,126.50720373729546,33.25259368876883,강정동
10120,10121,10121,202007,제주특별자치도,서귀포시,261100,74000,중소1,편의점,02시,403080,0,52,0,126.50720373729546,33.25259368876883,강정동
10121,10122,10122,202007,제주특별자치도,서귀포시,261100,74200,중소1,편의점,02시,193500,0,18,0,126.50717310818078,33.25439652939581,강정동
10122,10123,10123,202007,제주특별자치도,제주시,261100,98450,중소1,편의점,02시,76120,0,14,0,126.50343908612226,33.47298685792543,오라이동
10123,10124,10124,202007,제주특별자치도,제주시,261150,102550,중소1,편의점,02시,8400,0,2,0,126.50334178300518,33.50995008884887,용담이동
10124,10125,10125,202007,제주특별자치도,서귀포시,261150,73900,중소,기타레져업,02시,17500,0,4,0,126.50775547481798,33.25169869989841,강정동
10125,10126,10126,202007,제주특별자치도,서귀포시,261150,74000,중소1,주점,02시,890000,0,24,0,126.50774016767687,33.25260012059328,강정동
10126,10127,10127,202007,제주특별자치도,제주시,261200,103200,영세,기타음료식품,02시,34500,0,10,0,126.5037790408467,33.515815558050726,용담삼동
10127,10128,10128,202007,제주특별자치도,제주시,261200,103200,중소2,사우나,02시,91500,0,12,0,126.5037790408467,33.515815558050726,용담삼동
10128,10129,10129,202007,제주특별자치도,제주시,261200,103250,중소1,편의점,02시,77760,0,16,0,126.50377128937971,33.516266248290776,용담삼동
10129,10130,10130,202007,제주특별자치도,서귀포시,261200,74000,중소1,유흥주점,02시,298000,0,7,0,126.50827659819798,33.252606550104865,강정동
10130,10131,10131,202007,제주특별자치도,서귀포시,261250,73700,중소1,일반한식,02시,19000,0,1,0,126.50885891665517,33.249908713811365,법환동
10131,10132,10132,202007,제주특별자치도,서귀포시,261250,73750,영세,일반한식,02시,4000,0,1,0,126.5088512692169,33.25035942448023,법환동
10132,10133,10133,202007,제주특별자치도,서귀포시,261250,73900,영세,서양음식,02시,288800,0,7,0,126.50882832498121,33.251711557175156,법환동
10133,10134,10134,202007,제주특별자치도,서귀포시,261250,74450,영세,일식회집,02시,38500,0,1,0,126.5087441850484,33.25666937111668,법환동
10134,10135,10135,202007,제주특별자치도,제주시,261300,100700,영세,일반한식,02시,91000,0,2,0,126.50524221709765,33.49329397194699,오라삼동
10135,10136,10136,202007,제주특별자치도,제주시,261300,102700,중소1,편의점,02시,236810,0,27,0,126.50493258752779,33.51132163223673,용담이동
10136,10137,10137,202007,제주특별자치도,서귀포시,261300,73850,영세,편의점,02시,109770,0,16,0,126.5093723964556,33.25126727125178,법환동
10137,10138,10138,202007,제주특별자치도,서귀포시,261300,73850,중소,일반한식,02시,214800,0,6,0,126.5093723964556,33.25126727125178,법환동
10138,10139,10139,202007,제주특별자치도,서귀포시,261300,73950,영세,기타숙박업,02시,50000,0,1,0,126.50935710503288,33.25216869250943,법환동
10139,10140,10140,202007,제주특별자치도,제주시,261350,103250,영세,일반한식,02시,78000,0,1,0,126.50538544290173,33.5162857166529,용담삼동
10140,10141,10141,202007,제주특별자치도,서귀포시,261350,73850,일반,기타숙박업,02시,55000,0,1,0,126.5099088191392,33.25127369357349,법환동
10141,10142,10142,202007,제주특별자치도,서귀포시,261350,73850,일반,편의점,02시,125200,0,18,0,126.5099088191392,33.25127369357349,법환동
10142,10143,10143,202007,제주특별자치도,서귀포시,261350,74100,영세,유흥주점,02시,390000,0,2,0,126.50987060382326,33.25352724778639,법환동
10143,10144,10144,202007,제주특별자치도,서귀포시,261350,74600,중소2,편의점,02시,153940,0,14,0,126.50979416166756,33.258034352739976,강정동
10144,10145,10145,202007,제주특별자치도,제주시,261400,100050,중소1,유아원,02시,240000,0,1,0,126.50641853345518,33.4874479285228,오라이동
10145,10146,10146,202007,제주특별자치도,제주시,261400,102500,중소1,편의점,02시,295220,0,22,0,126.5060395820838,33.50953183734044,용담이동
10146,10147,10147,202007,제주특별자치도,제주시,261400,103200,영세,일반한식,02시,12000,0,1,0,126.50593123467311,33.51584151085685,용담삼동
10147,10148,10148,202007,제주특별자치도,서귀포시,261400,72200,중소1,편의점,02시,177360,0,15,0,126.51069726315255,33.23640663287182,법환동
10148,10149,10149,202007,제주특별자치도,서귀포시,261400,73900,중소2,편의점,02시,399120,4500,49,1,126.5104376023614,33.251730824400084,법환동
10149,10150,10150,202007,제주특별자치도,서귀포시,261450,73700,영세,일반한식,02시,80000,0,2,0,126.51100457570851,33.24993439837825,법환동
10150,10151,10151,202007,제주특별자치도,서귀포시,261450,73800,중소1,편의점,02시,656750,0,49,0,126.51098930270751,33.25083582035169,법환동
10151,10152,10152,202007,제주특별자치도,서귀포시,261450,73950,중소,서양음식,02시,352500,0,7,0,126.51096639107755,33.25218795394902,서호동
10152,10153,10153,202007,제주특별자치도,서귀포시,261450,74050,중소,유흥주점,02시,419000,0,7,0,126.51095111560987,33.253089375572365,법환동
10153,10154,10154,202007,제주특별자치도,제주시,261500,103200,중소1,편의점,02시,225350,0,35,0,126.50700733243559,33.515854473244076,용담삼동
10154,10155,10155,202007,제주특별자치도,서귀포시,261500,73800,영세,일반한식,02시,100000,0,2,0,126.51152572305729,33.25084223565147,서호동
10155,10156,10156,202007,제주특별자치도,제주시,261550,102500,일반,주점,02시,48000,0,1,0,126.50765361294121,33.50955127298086,용담이동
10156,10157,10157,202007,제주특별자치도,제주시,261550,102500,중소,편의점,02시,50160,0,7,0,126.50765361294121,33.50955127298086,용담이동
10157,10158,10158,202007,제주특별자치도,제주시,261550,102850,영세,스넥,02시,51000,0,1,0,126.50759950230629,33.512706113261544,용담이동
10158,10159,10159,202007,제주특별자치도,제주시,261550,102850,영세,주점,02시,20000,0,1,0,126.50759950230629,33.512706113261544,용담이동
10159,10160,10160,202007,제주특별자치도,서귀포시,261550,72300,영세,일반한식,02시,21000,0,1,0,126.5122910086305,33.23732729331383,법환동
10160,10161,10161,202007,제주특별자치도,서귀포시,261550,72300,중소,편의점,02시,138460,0,14,0,126.5122910086305,33.23732729331383,법환동
10161,10162,10162,202007,제주특별자치도,서귀포시,261550,73400,중소1,편의점,02시,23200,0,2,0,126.51212318926302,33.247242957694034,법환동
10162,10163,10163,202007,제주특별자치도,서귀포시,261550,73950,영세,주점,02시,144000,0,3,0,126.51203924842861,33.25220078273761,서호동
10163,10164,10164,202007,제주특별자치도,제주시,261600,102100,중소,편의점,02시,113980,0,15,0,126.50825343232896,33.505952212924576,용담이동
10164,10165,10165,202007,제주특별자치도,서귀포시,261600,74200,영세,서양음식,02시,330000,0,1,0,126.51253753047291,33.25446075053548,서호동
10165,10166,10166,202007,제주특별자치도,제주시,261600,98200,중소1,편의점,02시,60500,0,8,0,126.50885549019029,33.47079813965586,오라이동
10166,10167,10167,202007,제주특별자치도,제주시,261700,102400,중소1,편의점,02시,268120,4300,31,1,126.50928308678913,33.508669304362655,용담이동
10167,10168,10168,202007,제주특별자치도,서귀포시,261700,73550,중소2,일반한식,02시,49000,0,2,0,126.51370952065757,33.248614316461854,서호동
10168,10169,10169,202007,제주특별자치도,제주시,261750,101000,중소2,슈퍼마켓,02시,230000,0,1,0,126.51003713121787,33.496056381068556,오라이동
10169,10170,10170,202007,제주특별자치도,제주시,261750,102300,영세,일반한식,02시,20000,0,1,0,126.50983652851161,33.50777438692325,용담이동
10170,10171,10171,202007,제주특별자치도,제주시,261750,102300,일반,기타레져업,02시,135900,0,25,0,126.50983652851161,33.50777438692325,용담이동
10171,10172,10172,202007,제주특별자치도,제주시,261750,102450,영세,주점,02시,125000,0,1,0,126.50981337438058,33.509126463087284,용담이동
10172,10173,10173,202007,제주특별자치도,제주시,261750,102800,중소,편의점,02시,70300,0,10,0,126.50975934278395,33.512281305966184,용담이동
10173,10174,10174,202007,제주특별자치도,서귀포시,261750,72100,중소2,편의점,02시,104200,0,17,0,126.51446682247952,33.23555005830727,법환동
10174,10175,10175,202007,제주특별자치도,제주시,261800,100350,영세,편의점,02시,50500,0,6,0,126.51067527976802,33.49020382879694,오라이동
10175,10176,10176,202007,제주특별자치도,제주시,261800,102450,영세,노래방,02시,60000,0,3,0,126.5103513823741,33.509132926933326,용담이동
10176,10177,10177,202007,제주특별자치도,제주시,261800,102450,영세,주점,02시,70000,0,1,0,126.5103513823741,33.509132926933326,용담이동
10177,10178,10178,202007,제주특별자치도,제주시,261800,102800,중소,편의점,02시,79000,0,8,0,126.51029737027959,33.51228777130288,용담이동
10178,10179,10179,202007,제주특별자치도,제주시,261850,102450,영세,일반한식,02시,42500,0,2,0,126.51088939157485,33.50913938935438,용담이동
10179,10180,10180,202007,제주특별자치도,제주시,261850,102550,영세,주점,02시,23000,0,1,0,126.51087396521068,33.510040773923535,용담이동
10180,10181,10181,202007,제주특별자치도,제주시,261850,99550,중소,편의점,02시,12000,0,3,0,126.51133643676556,33.48299918290778,오라이동
10181,10182,10182,202007,제주특별자치도,제주시,261900,102600,영세,주점,02시,191000,0,5,0,126.51140426952612,33.510497926043506,용담이동
10182,10183,10183,202007,제주특별자치도,제주시,261900,102700,영세,편의점,02시,147720,0,6,0,126.51138884789161,33.51139931057499,용담이동
10183,10184,10184,202007,제주특별자치도,제주시,261900,102800,영세,주점,02시,43000,0,1,0,126.5113734267806,33.51230069407604,용담이동
10184,10185,10185,202007,제주특별자치도,제주시,261950,101900,영세,단란주점,02시,1150000,0,6,0,126.51205017647584,33.50419468815069,용담일동
10185,10186,10186,202007,제주특별자치도,제주시,261950,101900,영세,당구장,02시,26700,0,1,0,126.51205017647584,33.50419468815069,용담일동
10186,10187,10187,202007,제주특별자치도,제주시,261950,101900,중소1,편의점,02시,130100,0,19,0,126.51205017647584,33.50419468815069,용담일동
10187,10188,10188,202007,제주특별자치도,제주시,261950,102750,영세,일반한식,02시,12000,0,1,0,126.5119191630755,33.51185646059262,용담이동
10188,10189,10189,202007,제주특별자치도,제주시,261950,102750,중소,편의점,02시,101920,0,12,0,126.5119191630755,33.51185646059262,용담이동
10189,10190,10190,202007,제주특별자치도,제주시,262000,100200,중소1,편의점,02시,210830,10500,27,1,126.5128499375901,33.488877562249904,오라이동
10190,10191,10191,202007,제주특별자치도,제주시,262000,101250,영세,기타숙박업,02시,30000,0,1,0,126.51268827135978,33.49834213086672,오라일동
10191,10192,10192,202007,제주특별자치도,제주시,262000,101550,영세,단란주점,02시,300000,0,1,0,126.5126420674659,33.50104629066349,용담일동
10192,10193,10193,202007,제주특별자치도,제주시,262000,101850,영세,주점,02시,90000,0,2,0,126.51259585743281,33.503750449217414,용담일동
10193,10194,10194,202007,제주특별자치도,제주시,262000,102450,중소1,편의점,02시,188390,0,32,0,126.5125034178793,33.50915876168614,용담일동
10194,10195,10195,202007,제주특별자치도,제주시,262000,102500,영세,기타레져업,02시,84000,0,12,0,126.51249571313473,33.50960945378894,용담일동
10195,10196,10196,202007,제주특별자치도,제주시,262000,102500,영세,단란주점,02시,80000,0,1,0,126.51249571313473,33.50960945378894,용담일동
10196,10197,10197,202007,제주특별자치도,제주시,262000,102700,영세,주점,02시,31000,0,1,0,126.51246489380537,33.51141222366945,용담이동
